Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50
GCA_904811255.1	ERS5079612 MarsupialExonCaptKit	Lagorchestes hirsutus								1994696	Contig	2021-09-24	CAJGKH01	1017	
GCA_904811265.1	ERS5079611 MarsupialExonCaptKit	Lagorchestes hirsutus								1927569	Contig	2021-09-24	CAJGKL01	979	
GCA_904811275.1	ERS5079609 MarsupialExonCaptKit	Lagorchestes hirsutus								1870821	Contig	2021-09-24	CAJGKO01	951	
GCA_904811285.1	ERS5079610 MarsupialExonCaptKit	Lagorchestes hirsutus								1891012	Contig	2021-09-24	CAJGKF01	980	
GCA_904811295.1	ERS5079602 MarsupialExonCaptKit	Lagorchestes hirsutus								1948837	Contig	2021-09-24	CAJGKN01	998	
GCA_904811305.1	ERS5079606 MarsupialExonCaptKit	Lagorchestes hirsutus								2030277	Contig	2021-09-24	CAJGKD01	1043	
GCA_904811315.1	ERS5079604 MarsupialExonCaptKit	Lagorchestes hirsutus								1973663	Contig	2021-09-24	CAJGKR01	1008	
GCA_904811325.1	ERS5079608 MarsupialExonCaptKit	Lagorchestes hirsutus								1961385	Contig	2021-09-24	CAJGKC01	1004	
GCA_904811335.1	ERS5079598 MarsupialExonCaptKit	Lagorchestes hirsutus								2008818	Contig	2021-09-24	CAJGKG01	1033	
GCA_904811345.1	ERS5079600 MarsupialExonCaptKit	Lagorchestes hirsutus								2071505	Contig	2021-09-24	CAJGKE01	1053	
GCA_904811355.1	ERS5079613 MarsupialExonCaptKit	Lagorchestes hirsutus								1913051	Contig	2021-09-24	CAJGKU01	999	
GCA_904811365.1	ERS5079614 MarsupialExonCaptKit	Lagorchestes hirsutus								2027429	Contig	2021-09-24	CAJGKT01	1044	
GCA_904811375.1	ERS5079615 MarsupialExonCaptKit	Lagorchestes hirsutus								1957438	Contig	2021-09-24	CAJGKV01	997	
GCA_904811385.1	ERS5079627 MarsupialExonCaptKit	Lagorchestes hirsutus								2032110	Contig	2021-09-24	CAJGLJ01	1052	
GCA_904811395.1	ERS5079624 MarsupialExonCaptKit	Lagorchestes hirsutus								2025913	Contig	2021-09-24	CAJGLB01	1048	
GCA_904811405.1	ERS5079628 MarsupialExonCaptKit	Lagorchestes hirsutus								2105675	Contig	2021-09-24	CAJGKZ01	1097	
GCA_904811415.1	ERS5079626 MarsupialExonCaptKit	Lagorchestes hirsutus								1956080	Contig	2021-09-24	CAJGLK01	1007	
GCA_904811425.1	ERS5079630 MarsupialExonCaptKit	Lagorchestes hirsutus								1965637	Contig	2021-09-24	CAJGLI01	1011	
GCA_904811435.1	ERS5079616 MarsupialExonCaptKit	Lagorchestes hirsutus								2048308	Contig	2021-09-24	CAJGLA01	1052	
GCA_904811445.1	ERS5079617 MarsupialExonCaptKit	Lagorchestes hirsutus								1936968	Contig	2021-09-24	CAJGLD01	1018	
GCA_904811455.1	ERS5079625 MarsupialExonCaptKit	Lagorchestes hirsutus								1932165	Contig	2021-09-24	CAJGLC01	988	
GCA_904811465.1	ERS5079622 MarsupialExonCaptKit	Lagorchestes hirsutus								2029051	Contig	2021-09-24	CAJGKY01	1051	
GCA_904811475.1	ERS5079623 MarsupialExonCaptKit	Lagorchestes hirsutus								1956873	Contig	2021-09-24	CAJGKX01	1014	
GCA_904811485.1	ERS5079620 MarsupialExonCaptKit	Lagorchestes hirsutus								2090100	Contig	2021-09-24	CAJGLH01	1079	
GCA_904811495.1	ERS5079619 MarsupialExonCaptKit	Lagorchestes hirsutus								1963738	Contig	2021-09-24	CAJGLF01	1011	
GCA_904811505.1	ERS5079618 MarsupialExonCaptKit	Lagorchestes hirsutus								1985787	Contig	2021-09-24	CAJGKW01	1041	
GCA_904811515.1	ERS5079629 MarsupialExonCaptKit	Lagorchestes hirsutus								2003009	Contig	2021-09-24	CAJGLG01	1023	
GCA_904811525.1	ERS5079621 MarsupialExonCaptKit	Lagorchestes hirsutus								1986114	Contig	2021-09-24	CAJGLE01	1013	
GCA_904811535.1	ERS5079631 MarsupialExonCaptKit	Lagorchestes hirsutus								1947071	Contig	2021-09-24	CAJGLL01	1006	
GCA_904811545.1	ERS5079632 MarsupialExonCaptKit	Lagorchestes hirsutus								2031360	Contig	2021-09-24	CAJGLN01	1050	
GCA_904811555.1	ERS5079634 MarsupialExonCaptKit	Lagorchestes hirsutus								1910983	Contig	2021-09-24	CAJGLM01	997	
GCA_904811565.1	ERS5079633 MarsupialExonCaptKit	Lagorchestes hirsutus								1959586	Contig	2021-09-24	CAJGLO01	1009	
GCA_904811575.1	ERS5079635 MarsupialExonCaptKit	Lagorchestes hirsutus								2052907	Contig	2021-09-24	CAJGLP01	1059	
GCA_904811585.1	ERS5079636 MarsupialExonCaptKit	Lagorchestes hirsutus								2125624	Contig	2021-09-24	CAJGMD01	1098	
GCA_904811595.1	ERS5079645 MarsupialExonCaptKit	Lagorchestes hirsutus								2040219	Contig	2021-09-24	CAJGLU01	1061	
GCA_904811605.1	ERS5079640 MarsupialExonCaptKit	Lagorchestes hirsutus								2062477	Contig	2021-09-24	CAJGLS01	1091	
GCA_904811615.1	ERS5079644 MarsupialExonCaptKit	Lagorchestes hirsutus								2136652	Contig	2021-09-24	CAJGLV01	1096	
GCA_904811625.1	ERS5079642 MarsupialExonCaptKit	Lagorchestes hirsutus								2068924	Contig	2021-09-24	CAJGLT01	1063	
GCA_904811635.1	ERS5079647 MarsupialExonCaptKit	Lagorchestes hirsutus								2005326	Contig	2021-09-24	CAJGLY01	1036	
GCA_904811645.1	ERS5079641 MarsupialExonCaptKit	Lagorchestes hirsutus								2062443	Contig	2021-09-24	CAJGLZ01	1068	
GCA_904811655.1	ERS5079643 MarsupialExonCaptKit	Lagorchestes hirsutus								2115538	Contig	2021-09-24	CAJGMC01	1114	
GCA_904811665.1	ERS5079639 MarsupialExonCaptKit	Lagorchestes hirsutus								2089213	Contig	2021-09-24	CAJGLW01	1081	
GCA_904811675.1	ERS5079648 MarsupialExonCaptKit	Lagorchestes hirsutus								1956062	Contig	2021-09-24	CAJGMB01	1001	
GCA_904811685.1	ERS5079649 MarsupialExonCaptKit	Lagorchestes hirsutus								2025188	Contig	2021-09-24	CAJGME01	1032	
GCA_904811695.1	ERS5079650 MarsupialExonCaptKit	Lagorchestes hirsutus								2032694	Contig	2021-09-24	CAJGLQ01	1042	
GCA_904811705.1	ERS5079646 MarsupialExonCaptKit	Lagorchestes hirsutus								1989365	Contig	2021-09-24	CAJGLX01	1020	
GCA_904811715.1	ERS5079637 MarsupialExonCaptKit	Lagorchestes hirsutus								2081816	Contig	2021-09-24	CAJGMA01	1082	
GCA_904811725.1	ERS5079638 MarsupialExonCaptKit	Lagorchestes hirsutus								2059628	Contig	2021-09-24	CAJGLR01	1062	
GCA_904811735.1	ERS5079652 MarsupialExonCaptKit	Lagorchestes hirsutus								2013379	Contig	2021-09-24	CAJGMF01	1038	
GCA_904811745.1	ERS5079654 MarsupialExonCaptKit	Lagorchestes hirsutus								2059628	Contig	2021-09-24	CAJGMH01	1065	
GCA_904811755.1	ERS5079651 MarsupialExonCaptKit	Lagorchestes hirsutus								1965440	Contig	2021-09-24	CAJGMG01	999	
GCA_904811765.1	ERS5079653 MarsupialExonCaptKit	Lagorchestes hirsutus								2105035	Contig	2021-09-24	CAJGMI01	1077	
GCA_904811775.1	ERS5079655 MarsupialExonCaptKit	Lagorchestes hirsutus								2002640	Contig	2021-09-24	CAJGMJ01	1072	
GCA_904811785.1	ERS5079664 MarsupialExonCaptKit	Isoodon obesulus affinis								1770913	Contig	2021-01-28	CAJGMV01	957	
GCA_904811795.1	ERS5079659 MarsupialExonCaptKit	Isoodon obesulus affinis								1726579	Contig	2021-01-28	CAJGMY01	965	
GCA_904811805.1	ERS5079670 MarsupialExonCaptKit	Isoodon obesulus obesulus								1625068	Contig	2021-01-28	CAJGML01	916	
GCA_904811815.1	ERS5079656 MarsupialExonCaptKit	Planigale maculata								1878484	Contig	2021-09-24	CAJGMN01	987	
GCA_904811825.1	ERS5079663 MarsupialExonCaptKit	Isoodon obesulus affinis								1682508	Contig	2021-01-28	CAJGMP01	939	
GCA_904811835.1	ERS5079668 MarsupialExonCaptKit	Isoodon obesulus peninsulae								1711797	Contig	2021-01-28	CAJGMM01	951	
GCA_904811845.1	ERS5079661 MarsupialExonCaptKit	Isoodon obesulus nauticus								1657949	Contig	2021-01-28	CAJGMS01	924	
GCA_904811855.1	ERS5079658 MarsupialExonCaptKit	Trichosurus vulpecula								1853523	Contig	2021-09-24	CAJGMU01	961	
GCA_904811865.1	ERS5079666 MarsupialExonCaptKit	Isoodon obesulus obesulus								1503707	Contig	2021-01-28	CAJGMR01	817	
GCA_904811875.1	ERS5079665 MarsupialExonCaptKit	Isoodon obesulus obesulus								1505486	Contig	2021-01-28	CAJGMT01	818	
GCA_904811885.1	ERS5079660 MarsupialExonCaptKit	Isoodon obesulus nauticus								1732928	Contig	2021-01-28	CAJGMO01	950	
GCA_904811895.1	ERS5079657 MarsupialExonCaptKit	Trichosurus arnhemensis								1915975	Contig	2021-01-28	CAJGMQ01	986	
GCA_904811905.1	ERS5079667 MarsupialExonCaptKit	Isoodon obesulus peninsulae								1630561	Contig	2021-01-28	CAJGMK01	904	
GCA_904811915.1	ERS5079669 MarsupialExonCaptKit	Isoodon obesulus peninsulae								1494356	Contig	2021-01-28	CAJGMW01	872	
GCA_904811925.1	ERS5079662 MarsupialExonCaptKit	Isoodon obesulus affinis								1334376	Contig	2021-01-28	CAJGMX01	732	
GCA_904811935.1	ERS5079673 MarsupialExonCaptKit	Isoodon obesulus obesulus								1735240	Contig	2021-01-28	CAJGNA01	940	
GCA_904811945.1	ERS5079672 MarsupialExonCaptKit	Isoodon obesulus								1624035	Contig	2021-09-24	CAJGNC01	907	
GCA_904811955.1	ERS5079671 MarsupialExonCaptKit	Isoodon obesulus								1713740	Contig	2021-09-24	CAJGMZ01	916	
GCA_904811965.1	ERS5079674 MarsupialExonCaptKit	Isoodon obesulus								1799850	Contig	2021-09-24	CAJGNB01	989	
GCA_904811975.1	ERS5079573 MarsupialExonCaptKit	Caloprymnus campestris								1319643	Contig	2021-09-24	CAJGNK01	703	
GCA_904811985.1	ERS5079675 MarsupialExonCaptKit	Isoodon obesulus								1731906	Contig	2021-09-24	CAJGNF01	955	
GCA_904812005.1	ERS5079569 MarsupialExonCaptKit	Strigocuscus celebensis								1339181	Contig	2021-09-24	CAJGNP01	853	
GCA_904812015.1	ERS5079567 MarsupialExonCaptKit	Pseudantechinus bilarni								2422447	Contig	2021-09-24	CAJGNM01	1240	
GCA_904812025.1	ERS5079575 MarsupialExonCaptKit	Microperoryctes longicauda								2043133	Contig	2021-09-24	CAJGNO01	1105	
GCA_904812035.1	ERS5079563 MarsupialExonCaptKit	Gymnobelideus leadbeateri								1137064	Contig	2021-09-24	CAJGNG01	669	
GCA_904812045.1	ERS5079571 MarsupialExonCaptKit	Bettongia anhydra								828129	Contig	2021-09-24	CAJGNN01	515	
GCA_904812055.1	ERS5079568 MarsupialExonCaptKit	Ningaui ridei								606369	Contig	2021-09-24	CAJGNE01	508	
GCA_904812065.1	ERS5079570 MarsupialExonCaptKit	Caloprymnus campestris								1525788	Contig	2021-09-24	CAJGNH01	800	
GCA_904812075.1	ERS5079564 MarsupialExonCaptKit	Potorous longipes								596453	Contig	2021-09-24	CAJGNJ01	407	
GCA_904812085.1	ERS5079574 MarsupialExonCaptKit	Echymipera clara								1937246	Contig	2021-09-24	CAJGNI01	1054	
GCA_904812095.1	ERS5079572 MarsupialExonCaptKit	Rhynchomeles prattorum								1105538	Contig	2021-09-24	CAJGNQ01	626	
GCA_904812105.1	ERS5079566 MarsupialExonCaptKit	Lagorchestes hirsutus								9806	Contig	2021-09-24	CAJGND01	7173	
GCA_904812115.1	ERS5079562 MarsupialExonCaptKit	Vombatus ursinus								1771695	Contig	2021-09-24	CAJGNL01	1054	
GCA_904812125.1	ERS5079678 MarsupialExonCaptKit	Isoodon obesulus obesulus								1803275	Contig	2021-01-28	CAJGNS01	996	
GCA_904812135.1	ERS5079679 MarsupialExonCaptKit	Isoodon obesulus obesulus								1729530	Contig	2021-01-28	CAJGNR01	948	
GCA_904812145.1	ERS5079677 MarsupialExonCaptKit	Isoodon obesulus								1735984	Contig	2021-09-24	CAJGNT01	957	
GCA_904812155.1	ERS5079676 MarsupialExonCaptKit	Isoodon obesulus								1776581	Contig	2021-09-24	CAJGNU01	991	
GCA_904812165.1	ERS5079680 MarsupialExonCaptKit	Isoodon macrourus								1641615	Contig	2021-09-24	CAJGNV01	901	
GCA_904812175.1	ERS5079681 MarsupialExonCaptKit	Isoodon macrourus								1701087	Contig	2021-09-24	CAJGNW01	922	
GCA_904812185.1	ERS5079682 MarsupialExonCaptKit	Isoodon obesulus affinis								1515896	Contig	2021-01-28	CAJGNX01	871	
GCA_904812195.1	ERS5079683 MarsupialExonCaptKit	Isoodon obesulus affinis								1121101	Contig	2021-01-28	CAJGNY01	786	
GCA_904812205.1	ERS5079685 MarsupialExonCaptKit	Isoodon obesulus affinis								1673282	Contig	2021-01-28	CAJGOK01	918	
GCA_904812215.1	ERS5079686 MarsupialExonCaptKit	Isoodon obesulus affinis								1739694	Contig	2021-01-28	CAJGOC01	976	
GCA_904812225.1	ERS5079695 MarsupialExonCaptKit	Petrogale xanthopus xanthopus								2405472	Contig	2021-01-28	CAJGOB01	1180	
GCA_904812235.1	ERS5079690 MarsupialExonCaptKit	Petrogale concinna monastria								2361957	Contig	2021-01-28	CAJGOJ01	1170	
GCA_904812245.1	ERS5079689 MarsupialExonCaptKit	Petrogale concinna canescens								2359479	Contig	2021-01-28	CAJGOF01	1170	
GCA_904812255.1	ERS5079684 MarsupialExonCaptKit	Isoodon obesulus affinis								1766124	Contig	2021-01-28	CAJGOA01	996	
GCA_904812265.1	ERS5079692 MarsupialExonCaptKit	Petrogale rothschildi								2433757	Contig	2021-09-24	CAJGOE01	1200	
GCA_904812275.1	ERS5079693 MarsupialExonCaptKit	Petrogale xanthopus celeris								2284607	Contig	2021-01-28	CAJGOG01	1122	
GCA_904812285.1	ERS5079688 MarsupialExonCaptKit	Ningaui ridei								174420	Contig	2021-09-24	CAJGNZ01	565	
GCA_904812295.1	ERS5079687 MarsupialExonCaptKit	Isoodon fusciventer								1701300	Contig	2021-09-24	CAJGOD01	939	
GCA_904812305.1	ERS5079694 MarsupialExonCaptKit	Petrogale xanthopus celeris								2351003	Contig	2021-01-28	CAJGOH01	1157	
GCA_904812315.1	ERS5079691 MarsupialExonCaptKit	Petrogale rothschildi								2403055	Contig	2021-09-24	CAJGOI01	1184	
GCA_904812335.1	ERS5079697 MarsupialExonCaptKit	Petrogale purpureicollis								2385124	Contig	2021-09-24	CAJGOL01	1178	
GCA_904812355.1	ERS5079696 MarsupialExonCaptKit	Petrogale xanthopus xanthopus								2510055	Contig	2021-01-28	CAJGOM01	1261	
GCA_904812425.1	ERS5079702 MarsupialExonCaptKit	Petrogale lateralis hacketti								2033086	Contig	2021-01-28	CAJGON01	1016	
GCA_904812475.1	ERS5079709 MarsupialExonCaptKit	Petrogale persephone								2316556	Contig	2021-09-24	CAJGOQ01	1146	
GCA_904812495.1	ERS5079714 MarsupialExonCaptKit	Petrogale mareeba								2308187	Contig	2021-09-24	CAJGOP01	1150	
GCA_904812505.1	ERS5079715 MarsupialExonCaptKit	Petrogale sharmani								2254755	Contig	2021-09-24	CAJGOO01	1118	
GCA_904812525.1	ERS5079722 MarsupialExonCaptKit	Petrogale inornata								2373163	Contig	2021-09-24	CAJGOS01	1184	
GCA_904812575.1	ERS5079716 MarsupialExonCaptKit	Petrogale sharmani								2303826	Contig	2021-09-24	CAJGOR01	1195	
GCA_904812595.1	ERS5079733 MarsupialExonCaptKit	Petrogale brachyotis victoriae								2252051	Contig	2021-01-28	CAJGOW01	1117	
GCA_904812605.1	ERS5079725 MarsupialExonCaptKit	Petrogale coenensis								2496131	Contig	2021-09-24	CAJGOX01	1241	
GCA_904812615.1	ERS5079724 MarsupialExonCaptKit	Petrogale coenensis								2304352	Contig	2021-09-24	CAJGOT01	1153	
GCA_904812665.1	ERS5079734 MarsupialExonCaptKit	Petrogale brachyotis victoriae								2353136	Contig	2021-01-28	CAJGOV01	1155	
GCA_904812675.1	ERS5079727 MarsupialExonCaptKit	Petrogale godmani								2489831	Contig	2021-09-24	CAJGOU01	1227	
GCA_904812765.1	ERS5079736 MarsupialExonCaptKit	Petrogale wilkinsi								2530893	Contig	2021-09-24	CAJGOY01	1249	
GCA_904812835.1	ERS5079745 MarsupialExonCaptKit	Lagorchestes hirsutus								2245667	Contig	2021-09-24	CAJGOZ01	1130	
GCA_904812845.1	ERS5079750 MarsupialExonCaptKit	Isoodon obesulus affinis								1705129	Contig	2021-01-28	CAJGPA01	925	
GCA_904812875.1	ERS5079751 MarsupialExonCaptKit	Isoodon fusciventer								1681815	Contig	2021-09-24	CAJGPB01	923	
GCA_904812905.1	ERS5079755 MarsupialExonCaptKit	Lagorchestes hirsutus								1993141	Contig	2021-09-24	CAJGPC01	992	
GCA_904812945.1	ERS5079762 MarsupialExonCaptKit	Lagorchestes conspicillatus								2450399	Contig	2021-09-24	CAJGPH01	1237	
GCA_904812955.1	ERS5079764 MarsupialExonCaptKit	Lagorchestes conspicillatus								2382370	Contig	2021-09-24	CAJGPG01	1226	
GCA_904812965.1	ERS5079763 MarsupialExonCaptKit	Lagorchestes conspicillatus								1990203	Contig	2021-09-24	CAJGPD01	1000	
GCA_904812975.1	ERS5079765 MarsupialExonCaptKit	Spilocuscus maculatus								2346755	Contig	2021-09-24	CAJGPE01	1216	
GCA_904812985.1	ERS5079760 MarsupialExonCaptKit	Lagorchestes hirsutus								1415362	Contig	2021-09-24	CAJGPI01	789	
GCA_904812995.1	ERS5079761 MarsupialExonCaptKit	Lagorchestes hirsutus								1180131	Contig	2021-09-24	CAJGPF01	712	
GCA_904813025.1	ERS5079766 MarsupialExonCaptKit	Phalanger orientalis								2335628	Contig	2021-09-24	CAJGPJ01	1185	
GCA_904813035.1	ERS5079769 MarsupialExonCaptKit	Petaurus breviceps								538888	Contig	2021-09-24	CAJGPL01	423	
GCA_904813045.1	ERS5079767 MarsupialExonCaptKit	Pseudochirulus forbesi								2600256	Contig	2021-09-24	CAJGPK01	1316	
GCA_904813055.1	ERS5079768 MarsupialExonCaptKit	Peroryctes raffrayana								1976065	Contig	2021-09-24	CAJGPM01	1094	
GCA_904813065.1	ERS5079774 MarsupialExonCaptKit	Burramys parvus								2651331	Contig	2021-09-24	CAJGPN01	1381	
GCA_904813075.1	ERS5079772 MarsupialExonCaptKit	Perameles gunnii								2179313	Contig	2021-09-24	CAJGPO01	1157	
GCA_904813085.1	ERS5079773 MarsupialExonCaptKit	Isoodon obesulus obesulus								1974778	Contig	2021-01-28	CAJGPP01	1045	
GCA_904813095.1	ERS5079771 MarsupialExonCaptKit	Dasyurus geoffroii								2109710	Contig	2021-09-24	CAJGPQ01	1060	
GCA_904813105.1	ERS5079770 MarsupialExonCaptKit	Pseudochirops corinnae								1513666	Contig	2021-09-24	CAJGPR01	911	
GCA_904813115.1	ERS5079777 MarsupialExonCaptKit	Macrotis lagotis								2040099	Contig	2021-09-24	CAJGPT01	1070	
GCA_904813125.1	ERS5079776 MarsupialExonCaptKit	Notoryctes typhlops								1941517	Contig	2021-09-24	CAJGPS01	1045	
GCA_904813135.1	ERS5079775 MarsupialExonCaptKit	Macrotis lagotis								1884880	Contig	2021-09-24	CAJGPU01	1002	
GCA_904813145.1	ERS5079778 MarsupialExonCaptKit	Lasiorhinus latifrons								2405765	Contig	2021-09-24	CAJGPV01	1198	
GCA_904813155.1	ERS5079779 MarsupialExonCaptKit	Bettongia penicillata								2238793	Contig	2021-09-24	CAJGPW01	1131	
GCA_904813165.1	ERS5079780 MarsupialExonCaptKit	Bettongia lesueur								2158403	Contig	2021-09-24	CAJGQA01	1079	
GCA_904813175.1	ERS5079784 MarsupialExonCaptKit	Aepyprymnus rufescens								2295016	Contig	2021-09-24	CAJGQB01	1163	
GCA_904813185.1	ERS5079781 MarsupialExonCaptKit	Dasyurus maculatus								2126471	Contig	2021-09-24	CAJGPX01	1072	
GCA_904813195.1	ERS5079783 MarsupialExonCaptKit	Pseudocheirus peregrinus								2232370	Contig	2021-09-24	CAJGPY01	1138	
GCA_904813205.1	ERS5079782 MarsupialExonCaptKit	Trichosurus vulpecula								2423818	Contig	2021-09-24	CAJGPZ01	1217	
GCA_904813215.1	ERS5079785 MarsupialExonCaptKit	Pseudocheirus peregrinus								2178845	Contig	2021-09-24	CAJGQC01	1100	
GCA_904813225.1	ERS5079786 MarsupialExonCaptKit	Perameles nasuta								2118531	Contig	2021-09-24	CAJGQD01	1238	
GCA_904813235.1	ERS5079790 MarsupialExonCaptKit	Vombatus ursinus								2069041	Contig	2021-09-24	CAJGQJ01	1068	
GCA_904813245.1	ERS5079788 MarsupialExonCaptKit	Strigocuscus pelengensis								2099428	Contig	2021-09-24	CAJGQF01	1061	
GCA_904813255.1	ERS5079789 MarsupialExonCaptKit	Phascogale tapoatafa								2405033	Contig	2021-09-24	CAJGQH01	1241	
GCA_904813265.1	ERS5079791 MarsupialExonCaptKit	Sminthopsis macroura								2458978	Contig	2021-09-24	CAJGQE01	1248	
GCA_904813275.1	ERS5079787 MarsupialExonCaptKit	Myrmecobius fasciatus								2299952	Contig	2021-09-24	CAJGQI01	1151	
GCA_904813285.1	ERS5079792 MarsupialExonCaptKit	Vombatus ursinus								2332074	Contig	2021-09-24	CAJGQG01	1170	
GCA_904813295.1	ERS5079798 MarsupialExonCaptKit	Planigale tenuirostris								2334129	Contig	2021-09-24	CAJGQM01	1250	
GCA_904813305.1	ERS5079793 MarsupialExonCaptKit	Potorous tridactylus								2330508	Contig	2021-09-24	CAJGQO01	1187	
GCA_904813315.1	ERS5079799 MarsupialExonCaptKit	Potorous tridactylus								2490745	Contig	2021-09-24	CAJGQP01	1239	
GCA_904813325.1	ERS5079796 MarsupialExonCaptKit	Phascogale calura								2605760	Contig	2021-09-24	CAJGQK01	1351	
GCA_904813335.1	ERS5079794 MarsupialExonCaptKit	Acrobates pygmaeus								2500727	Contig	2021-09-24	CAJGQL01	1368	
GCA_904813345.1	ERS5079795 MarsupialExonCaptKit	Potorous tridactylus								1957344	Contig	2021-09-24	CAJGQQ01	1249	
GCA_904813355.1	ERS5079797 MarsupialExonCaptKit	Sarcophilus harrisii								2543302	Contig	2021-09-24	CAJGQN01	1303	
GCA_904813365.1	ERS5079803 MarsupialExonCaptKit	Antechinus stuartii								2239626	Contig	2021-09-24	CAJGQU01	1155	
GCA_904813375.1	ERS5079800 MarsupialExonCaptKit	Cercartetus nanus								2502348	Contig	2021-09-24	CAJGQR01	1281	
GCA_904813385.1	ERS5079801 MarsupialExonCaptKit	Echymipera kalubu								2144988	Contig	2021-09-24	CAJGQS01	1151	
GCA_904813395.1	ERS5079802 MarsupialExonCaptKit	Dorcopsulus vanheurni								2191042	Contig	2021-09-24	CAJGQT01	1093	
GCA_904813405.1	ERS5079804 MarsupialExonCaptKit	Onychogalea fraenata								1879257	Contig	2021-09-24	CAJGQV01	1031	
GCA_904813415.1	ERS5079806 MarsupialExonCaptKit	Onychogalea fraenata								387404	Contig	2021-09-24	CAJGQW01	390	
GCA_904813425.1	ERS5079805 MarsupialExonCaptKit	Hypsiprymnodon moschatus								2385849	Contig	2021-09-24	CAJGQX01	1218	
GCA_904813435.1	ERS5079809 MarsupialExonCaptKit	Wallabia bicolor								2260631	Contig	2021-09-24	CAJGQY01	1133	
GCA_904813445.1	ERS5079810 MarsupialExonCaptKit	Pseudocheirus occidentalis								2200390	Contig	2021-09-24	CAJGRD01	1230	
GCA_904813455.1	ERS5079808 MarsupialExonCaptKit	Petauroides volans								2220189	Contig	2021-09-24	CAJGRA01	1120	
GCA_904813465.1	ERS5079812 MarsupialExonCaptKit	Distoechurus pennatus								2289475	Contig	2021-09-24	CAJGQZ01	1153	
GCA_904813475.1	ERS5079807 MarsupialExonCaptKit	Dromiciops gliroides								2172400	Contig	2021-09-24	CAJGRC01	1117	
GCA_904813485.1	ERS5079811 MarsupialExonCaptKit	Tarsipes rostratus								1902276	Contig	2021-09-24	CAJGRB01	992	
GCA_904813495.1	ERS5079817 MarsupialExonCaptKit	Phascolarctos cinereus								2486565	Contig	2021-09-24	CAJGRE01	1207	
GCA_904813505.1	ERS5079815 MarsupialExonCaptKit	Phalanger carmelitae								2521790	Contig	2021-09-24	CAJGRJ01	1269	
GCA_904813515.1	ERS5079816 MarsupialExonCaptKit	Isoodon obesulus								1992922	Contig	2021-09-24	CAJGRI01	1067	
GCA_904813525.1	ERS5079813 MarsupialExonCaptKit	Myrmecobius fasciatus								1954334	Contig	2021-09-24	CAJGRF01	1038	
GCA_904813535.1	ERS5079819 MarsupialExonCaptKit	Phascolarctos cinereus								2489008	Contig	2021-09-24	CAJGRK01	1215	
GCA_904813545.1	ERS5079814 MarsupialExonCaptKit	Cercartetus nanus								2140793	Contig	2021-09-24	CAJGRG01	1085	
GCA_904813555.1	ERS5079818 MarsupialExonCaptKit	Phascolarctos cinereus								2897208	Contig	2021-09-24	CAJGRH01	1418	
GCA_904813565.1	ERS5079823 MarsupialExonCaptKit	Antechinus bellus								1557310	Contig	2021-09-24	CAJGRL01	837	
GCA_904813575.1	ERS5079822 MarsupialExonCaptKit	Ningaui ridei								1706055	Contig	2021-09-24	CAJGRN01	908	
GCA_904813585.1	ERS5079821 MarsupialExonCaptKit	Trichosurus vulpecula								1553166	Contig	2021-09-24	CAJGRM01	821	
GCA_904813595.1	ERS5079820 MarsupialExonCaptKit	Phascolarctos cinereus								2313979	Contig	2021-09-24	CAJGRO01	1128	
GCA_904813605.1	ERS5079825 MarsupialExonCaptKit	Dasyurus hallucatus								1555391	Contig	2021-09-24	CAJGRP01	842	
GCA_904813615.1	ERS5079824 MarsupialExonCaptKit	Antechinus flavipes								1656040	Contig	2021-09-24	CAJGRQ01	883	
GCA_904813625.1	ERS5079826 MarsupialExonCaptKit	Murexia habbema								1636229	Contig	2021-09-24	CAJGRR01	881	
GCA_904813635.1	ERS5079827 MarsupialExonCaptKit	Antechinus leo								1726168	Contig	2021-09-24	CAJGRT01	922	
GCA_904813645.1	ERS5079828 MarsupialExonCaptKit	Sminthopsis granulipes								1588824	Contig	2021-09-24	CAJGRS01	844	
GCA_904813655.1	ERS5079829 MarsupialExonCaptKit	Pseudantechinus ningbing								1646918	Contig	2021-09-24	CAJGRU01	872	
GCA_904813665.1	ERS5079831 MarsupialExonCaptKit	Sminthopsis leucopus								1776034	Contig	2021-09-24	CAJGRV01	937	
GCA_904813675.1	ERS5079830 MarsupialExonCaptKit	Cercartetus concinnus								1232742	Contig	2021-09-24	CAJGRW01	684	
GCA_904813685.1	ERS5079832 MarsupialExonCaptKit	Ningaui yvonnae								1543096	Contig	2021-09-24	CAJGRX01	916	
GCA_904813695.1	ERS5079834 MarsupialExonCaptKit	Osphranter robustus								1599726	Contig	2021-09-24	CAJGRZ01	837	
GCA_904813705.1	ERS5079838 MarsupialExonCaptKit	Notoryctes typhlops								1007476	Contig	2021-09-24	CAJGSF01	553	
GCA_904813715.1	ERS5079841 MarsupialExonCaptKit	Sminthopsis murina								1655069	Contig	2021-09-24	CAJGSG01	896	
GCA_904813725.1	ERS5079833 MarsupialExonCaptKit	Thylogale browni								601095	Contig	2021-09-24	CAJGRY01	606	
